timestamp,binance,bitfinex,bithumb,bitmex,bitstamp,bittrex,bybit,coinbase,coincheck,crypto.com,deribit,ftx,gate.io,gemini,hitbtc,huobi,kraken,kucoin,luno,okex,poloniex
2012-12-31T00:00:00Z,,188.80531566,,,4121.01956141,,,20.53243308,,,,,,,,,,,,,
2013-01-01T00:00:00Z,,153.56980404,,,2403.36281552,,,18.5767153,,,,,,,,,,,,,
2013-01-02T00:00:00Z,,153.56871358,,,3013.90112758,,,16.94930239,,,,,,,,,,,,,
2013-01-03T00:00:00Z,,134.30876731,,,2669.68432714,,,26.39832135,,,,,,,,,,,,,
2013-01-04T00:00:00Z,,141.37923899,,,2661.70302373,,,16.85271957,,,,,,,,,,,,,
2013-01-05T00:00:00Z,,151.37923899,,,3359.1826615,,,17.38111509,,,,,,,,,,,,,
2013-01-06T00:00:00Z,,151.37923899,,,3765.18396345,,,16.51311677,,,,,,,,,,,,,
2013-01-07T00:00:00Z,,301.37923899,,,25.21057923,,,16.24805911,,,,,,,,,,,,,
2013-01-08T00:00:00Z,,432.03313599,,,89.72593535,,,16.43344635,,,,,,,,,,,,,
2013-01-09T00:00:00Z,,495.80100058,,,215.3031541,,,21.95841378,,,,,,,,,,,,,
2013-01-10T00:00:00Z,,722.30860187,,,595.0657263,,,20.1379179,,,,,,,,,,,,,
2013-01-11T00:00:00Z,,649.99287729,,,874.61922533,,,16.96927918,,,,,,,,,,,,,
2013-01-12T00:00:00Z,,565.83175729,,,1426.21115406,,,17.61233202,,,,,,,,,,,,,
2013-01-13T00:00:00Z,,565.85883153,,,2628.69461803,,,17.33083223,,,,,,,,,,,,,
2013-01-14T00:00:00Z,,565.87416753,,,152.47631776,,,21.10741013,,,,,,,,,,,,,
2013-01-15T00:00:00Z,,544.87700585,,,812.3250743,,,17.76300081,,,,,,,,,,,,,
2013-01-16T00:00:00Z,,634.4730979,,,308.49186988,,,18.91657151,,,,,,,,,,,,,
2013-01-17T00:00:00Z,,407.57589977,,,2336.07326635,,,16.42173813,,,,,,,,,,,,,
2013-01-18T00:00:00Z,,448.10746722,,,1237.89761828,,,16.61787383,,,,,,,,,,,,,
2013-01-19T00:00:00Z,,238.9209116,,,691.70488835,,,16.57588101,,,,,,,,,,,,,
2013-01-20T00:00:00Z,,214.8329116,,,757.56405094,,,16.28745241,,,,,,,,,,,,,
2013-01-21T00:00:00Z,,313.38488057,,,1287.44768491,,,20.0523112,,,,,,,,,,,,,
2013-01-22T00:00:00Z,,415.39318057,,,4053.71842849,,,20.28488588,,,,,,,,,,,,,
2013-01-23T00:00:00Z,,218.58343347,,,2908.93184652,,,11.98154343,,,,,,,,,,,,,
2013-01-24T00:00:00Z,,338.19544347,,,5180.81232256,,,12.41711055,,,,,,,,,,,,,
2013-01-25T00:00:00Z,,715.11847347,,,2771.10938131,,,12.84352775,,,,,,,,,,,,,
2013-01-26T00:00:00Z,,546.56907202,,,1835.81941336,,,12.69958123,,,,,,,,,,,,,
2013-01-27T00:00:00Z,,488.81188013,,,989.16520077,,,12.54795081,,,,,,,,,,,,,
2013-01-28T00:00:00Z,,532.68682285,,,644.13088618,,,13.22520629,,,,,,,,,,,,,
2013-01-29T00:00:00Z,,341.66662285,,,2020.04404032,,,13.0503846,,,,,,,,,,,,,
2013-01-30T00:00:00Z,,357.87642285,,,459.00215072,,,13.34525145,,,,,,,,,,,,,
2013-01-31T00:00:00Z,,626.70202537,,,1015.13372098,,,13.86908108,,,,,,,,,,,,,
2013-02-01T00:00:00Z,,645.79001472,,,3074.4984522,,,13.92884445,,,,,,,,,,,,,
2013-02-02T00:00:00Z,,657.48257045,,,2145.43099868,,,15.8222408,,,,,,,,,,,,,
2013-02-03T00:00:00Z,,672.02586619,,,159.87486569,,,14.35513008,,,,,,,,,,,,,
2013-02-04T00:00:00Z,,874.03260625,,,782.69407205,,,14.40985038,,,,,,,,,,,,,
2013-02-05T00:00:00Z,,844.67058361,,,183.07393603,,,13.72249962,,,,,,,,,,,,,
2013-02-06T00:00:00Z,,1018.25722043,,,205.70949678,,,13.58930445,,,,,,,,,,,,,
2013-02-07T00:00:00Z,,801.24661213,,,535.57040379,,,12.72696749,,,,,,,,,,,,,
2013-02-08T00:00:00Z,,1309.78362367,,,53.64269998,,,13.47060651,,,,,,,,,,,,,
2013-02-09T00:00:00Z,,1398.94632367,,,1678.83444837,,,14.12608432,,,,,,,,,,,,,
2013-02-10T00:00:00Z,,1134.1008958,,,926.88541829,,,13.7335067,,,,,,,,,,,,,
2013-02-11T00:00:00Z,,784.08702234,,,1494.45615453,,,14.80213925,,,,,,,,,,,,,
2013-02-12T00:00:00Z,,743.05740731,,,2245.16956734,,,14.37028498,,,,,,,,,,,,,
2013-02-13T00:00:00Z,,574.23683527,,,4647.68982222,,,15.10208133,,,,,,,,,,,,,
2013-02-14T00:00:00Z,,785.77537652,,,4016.34579801,,,14.08185271,,,,,,,,,,,,,
2013-02-15T00:00:00Z,,845.30321183,,,7170.06253099,,,14.84523585,,,,,,,,,,,,,
2013-02-16T00:00:00Z,,872.03487862,,,6638.66180728,,,22.72632501,,,,,,,,,,,,,
2013-02-17T00:00:00Z,,934.48735734,,,9751.22987763,,,15.27905347,,,,,,,,,,,,,
2013-02-18T00:00:00Z,,1334.48735734,,,10078.19199332,,,15.97913553,,,,,,,,,,,,,
2013-02-19T00:00:00Z,,1419.16158946,,,7642.67253535,,,14.90251769,,,,,,,,,,,,,
2013-02-20T00:00:00Z,,1502.40152507,,,5192.09463265,,,15.44074829,,,,,,,,,,,,,
2013-02-21T00:00:00Z,,1511.80312507,,,7588.73778958,,,14.9040316,,,,,,,,,,,,,
